customer_id,churn,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,charges_daily,charges_monthly,charges_total,charges_monthly_seg,charges_total_seg,tenure_seg
7789-HKSBS,0,Female,1,1,0,42,1,1,Fiber optic,1,0,1,0,1,1,One year,1,Bank transfer (automatic),3.51,105.2,4599.15,Alto,Alto,Leal
7794-JASDG,0,Male,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,1.69,50.75,50.75,Medio-bajo,Bajo,Nuevo
7795-CFOCW,0,Male,0,0,0,45,0,No phone service,DSL,1,0,1,1,0,0,One year,0,Bank transfer (automatic),1.41,42.3,1840.75,Medio-bajo,Medio-alto,Leal
7797-EJMDP,0,Female,0,0,0,8,1,0,DSL,1,0,0,1,0,1,Month-to-month,0,Bank transfer (automatic),2.2,66.05,574.5,Medio-bajo,Medio-bajo,Nuevo
7798-JVXYM,0,Female,0,0,0,14,1,0,DSL,0,0,0,1,1,1,Month-to-month,1,Electronic check,2.32,69.65,921.4,Medio-bajo,Medio-bajo,Intermedio
7799-DSEWS,0,Male,0,0,0,18,1,0,DSL,1,0,1,1,1,0,Month-to-month,1,Electronic check,2.28,68.35,1299.8,Medio-bajo,Medio-bajo,Intermedio
7799-LGRDP,0,Female,0,0,0,43,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),0.86,25.7,1188.2,Bajo,Medio-bajo,Leal
7801-CEDNV,0,Male,0,1,0,27,1,0,DSL,1,0,0,0,0,0,One year,0,Credit card (automatic),1.62,48.7,1421.75,Medio-bajo,Medio-alto,Intermedio
7801-KICAO,0,Female,0,0,0,18,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,2.47,74.15,1345.75,Medio-alto,Medio-bajo,Intermedio
7802-EFKNY,1,Male,0,1,0,5,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,0.83,24.95,100.4,Bajo,Bajo,Nuevo
7803-XOCCZ,0,Female,0,1,1,52,1,0,Fiber optic,1,0,1,1,0,0,Month-to-month,1,Bank transfer (automatic),2.8,84.05,4326.8,Medio-alto,Alto,Leal
7808-DVWEP,0,Male,0,1,0,3,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),0.67,20.0,49.65,Bajo,Bajo,Nuevo
7811-JIVPF,0,Female,0,0,0,23,1,0,DSL,0,0,1,0,0,0,Month-to-month,0,Credit card (automatic),1.66,49.7,1081.25,Medio-bajo,Medio-bajo,Intermedio
7812-FZHPE,1,Female,0,1,1,17,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0.8,24.1,409.9,Bajo,Medio-bajo,Intermedio
7813-TKCVO,0,Female,0,1,0,20,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,0.68,20.35,393.15,Bajo,Bajo,Intermedio
7813-ZGGAW,0,Male,1,0,0,31,1,1,Fiber optic,0,0,1,1,1,0,Month-to-month,1,Bank transfer (automatic),3.22,96.6,2877.95,Alto,Medio-alto,Intermedio
7814-LEEVE,0,Female,0,1,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),0.68,20.3,20.3,Bajo,Bajo,Nuevo
7815-PDTHL,0,Male,0,0,0,35,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,0.67,20.2,684.4,Bajo,Medio-bajo,Intermedio
7816-VGHTO,0,Female,0,1,1,6,0,No phone service,DSL,0,1,1,1,0,0,Two year,0,Mailed check,1.35,40.55,217.5,Medio-bajo,Bajo,Nuevo
7817-BOQPW,1,Female,0,0,0,2,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,2.52,75.55,166.3,Medio-alto,Bajo,Nuevo
7817-OMJNA,0,Male,0,0,0,14,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),0.68,20.4,275.7,Bajo,Bajo,Intermedio
7820-ZYGNY,0,Male,0,0,0,63,1,1,Fiber optic,0,1,0,0,0,1,One year,0,Credit card (automatic),3.02,90.45,5825.5,Alto,Alto,Muy leal
7821-DPRQE,0,Male,0,1,0,68,1,1,Fiber optic,1,1,0,1,1,1,Month-to-month,1,Electronic check,3.59,107.7,7320.9,Alto,Alto,Muy leal
7823-JSOAG,0,Male,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,2.48,74.5,217.45,Medio-alto,Bajo,Nuevo
7824-PANSQ,0,Male,0,0,0,58,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),2.69,80.65,4807.35,Medio-alto,Alto,Leal
7825-ECJRF,1,Female,0,0,0,19,1,0,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Electronic check,3.55,106.6,1934.45,Alto,Medio-alto,Intermedio
7825-GKXMW,1,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,1.53,45.8,45.8,Medio-bajo,Bajo,Nuevo
7826-VVKWT,0,Female,1,1,1,24,1,0,Fiber optic,0,0,1,0,1,1,Two year,1,Electronic check,3.22,96.55,2263.45,Alto,Medio-alto,Intermedio
7831-QGOXH,1,Female,0,0,0,18,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,2.84,85.2,1553.9,Medio-alto,Medio-alto,Intermedio
7833-PKIHD,0,Male,0,1,1,51,1,0,DSL,1,0,0,1,1,1,One year,1,Bank transfer (automatic),2.55,76.4,3966.3,Medio-alto,Alto,Leal
7838-LAZFO,0,Male,0,1,0,45,1,0,DSL,1,1,1,0,1,1,One year,0,Bank transfer (automatic),2.63,78.8,3597.5,Medio-alto,Medio-alto,Leal
7839-NUIAA,0,Female,0,1,1,61,1,1,DSL,1,1,0,0,0,0,Month-to-month,0,Electronic check,1.99,59.8,3641.5,Medio-bajo,Medio-alto,Muy leal
7839-QRKXN,1,Female,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,0.67,20.2,20.2,Bajo,Bajo,Nuevo
7841-FCRQD,0,Female,0,1,0,33,1,0,DSL,0,1,0,1,0,0,One year,1,Credit card (automatic),1.79,53.75,1857.3,Medio-bajo,Medio-alto,Intermedio
7841-TZDMQ,1,Male,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),1.53,46.0,84.5,Medio-bajo,Bajo,Nuevo
7845-URHJN,1,Female,0,1,0,8,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),0.67,20.15,156.25,Bajo,Bajo,Nuevo
7850-THJMU,0,Female,0,1,1,26,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),0.65,19.65,494.9,Bajo,Medio-bajo,Intermedio
7850-VWJUU,0,Female,0,0,0,23,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),2.5,75.0,1778.5,Medio-alto,Medio-alto,Intermedio
7851-FLGGQ,1,Male,0,0,0,1,0,No phone service,DSL,0,1,0,1,0,1,Month-to-month,1,Mailed check,1.49,44.65,44.65,Medio-bajo,Bajo,Nuevo
7851-WZEKY,1,Female,0,0,0,2,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,3.17,95.15,196.9,Alto,Bajo,Nuevo
7852-LECYP,0,Male,1,1,0,13,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,0,Credit card (automatic),3.13,93.8,1261.0,Alto,Medio-bajo,Intermedio
7853-GVUDZ,1,Female,0,1,1,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),0.67,20.15,20.15,Bajo,Bajo,Nuevo
7853-OETYL,0,Female,0,1,0,4,0,No phone service,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,0.97,29.05,129.6,Bajo,Bajo,Nuevo
7853-WNZSY,0,Male,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),0.66,19.75,19.75,Bajo,Bajo,Nuevo
7854-EDSSA,1,Male,0,0,0,22,1,1,DSL,1,1,0,0,0,0,Month-to-month,0,Electronic check,1.97,59.0,1254.7,Medio-bajo,Medio-bajo,Intermedio
7854-EKTJL,1,Female,0,0,1,2,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,0.65,19.6,35.85,Bajo,Bajo,Nuevo
7854-FOKSF,1,Male,0,0,0,1,0,No phone service,DSL,0,0,0,0,0,1,Month-to-month,0,Electronic check,1.2,35.9,35.9,Medio-bajo,Bajo,Nuevo
7855-DIWPO,0,Female,0,0,0,21,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,2.29,68.65,1493.2,Medio-bajo,Medio-alto,Intermedio
7856-GANIL,0,Male,1,1,0,45,1,1,Fiber optic,0,1,1,1,1,0,One year,1,Bank transfer (automatic),3.29,98.7,4525.8,Alto,Alto,Leal
7858-GTZSP,0,Female,0,0,0,12,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,2.88,86.55,1066.9,Medio-alto,Medio-bajo,Nuevo
7860-KSUGX,0,Male,0,1,1,72,1,1,DSL,1,1,1,0,0,0,Two year,0,Credit card (automatic),2.15,64.45,4720.0,Medio-bajo,Alto,Muy leal
7860-UXCRM,0,Male,0,1,1,63,1,0,DSL,1,1,1,1,1,0,Two year,0,Credit card (automatic),2.48,74.5,4674.55,Medio-alto,Alto,Muy leal
7861-UVUFT,1,Female,0,1,0,15,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,2.81,84.3,1308.4,Medio-alto,Medio-bajo,Intermedio
7868-BGSZA,0,Male,0,1,0,43,1,1,DSL,1,0,1,0,1,1,One year,1,Electronic check,2.67,80.2,3581.6,Medio-alto,Medio-alto,Leal
7868-TMWMZ,0,Female,1,1,0,60,1,0,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),3.67,110.0,6668.35,Alto,Alto,Leal
7869-ZYDST,0,Male,0,1,0,31,1,1,DSL,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),1.97,59.05,1882.8,Medio-bajo,Medio-alto,Intermedio
7872-BAAZR,0,Female,0,1,1,53,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),0.65,19.55,1007.9,Bajo,Medio-bajo,Leal
7872-RDDLZ,0,Female,1,0,0,67,1,1,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,1.83,54.9,3725.5,Medio-bajo,Medio-alto,Muy leal
7873-CVMAW,0,Male,0,0,0,72,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),2.95,88.55,6362.35,Medio-alto,Alto,Muy leal
7874-ECPQJ,0,Female,0,0,1,4,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),0.67,20.05,85.5,Bajo,Bajo,Nuevo
7876-AEHIG,0,Female,0,0,1,51,0,No phone service,DSL,1,0,1,1,1,1,One year,0,Bank transfer (automatic),2.0,60.15,3077.0,Medio-bajo,Medio-alto,Leal
7876-BEUTG,0,Female,0,0,0,15,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,1.63,48.8,720.1,Medio-bajo,Medio-bajo,Intermedio
7876-DNYAP,0,Female,0,1,1,69,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),0.66,19.8,1436.95,Bajo,Medio-alto,Muy leal
7878-JGDKK,0,Male,0,0,0,4,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,1.48,44.55,220.75,Medio-bajo,Bajo,Nuevo
7878-RTCZG,0,Female,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0.66,19.9,19.9,Bajo,Bajo,Nuevo
7879-CGSFV,0,Male,0,0,0,55,1,0,Fiber optic,1,1,0,0,1,1,One year,1,Mailed check,3.36,100.9,5552.05,Alto,Alto,Leal
7880-XSOJX,0,Male,0,0,0,4,0,No phone service,DSL,1,1,0,1,0,0,Month-to-month,0,Mailed check,1.41,42.4,146.4,Medio-bajo,Bajo,Nuevo
7881-EVUAD,1,Female,0,0,0,2,0,No phone service,DSL,1,1,0,0,0,1,Month-to-month,1,Electronic check,1.42,42.6,72.4,Medio-bajo,Bajo,Nuevo
7881-INRLC,1,Male,0,0,0,45,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),3.36,100.85,4740.0,Alto,Alto,Leal
7883-ROJOC,0,Female,0,1,0,19,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,1.5,44.9,839.65,Medio-bajo,Medio-bajo,Intermedio
7890-VYYWG,1,Male,1,1,0,3,0,No phone service,DSL,0,0,0,0,1,0,Month-to-month,1,Mailed check,1.22,36.45,93.7,Medio-bajo,Bajo,Nuevo
7892-POOKP,1,Female,0,1,0,28,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,3.49,104.8,3046.05,Alto,Medio-alto,Intermedio
7892-QVYKW,0,Female,0,1,1,23,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,2.85,85.6,1868.4,Medio-alto,Medio-alto,Intermedio
7893-IXHRQ,1,Male,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,0.68,20.55,20.55,Bajo,Bajo,Nuevo
7895-VONWT,0,Female,0,0,0,25,0,No phone service,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,1.61,48.25,1293.8,Medio-bajo,Medio-bajo,Intermedio
7898-PDWQE,0,Male,0,1,0,71,1,1,DSL,1,1,1,1,0,1,Two year,0,Credit card (automatic),2.68,80.4,5727.15,Medio-alto,Alto,Muy leal
7901-HXJVA,0,Male,0,0,0,14,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,2.55,76.45,1117.55,Medio-alto,Medio-bajo,Intermedio
7901-IIDQV,0,Male,0,0,0,24,1,1,DSL,0,0,0,1,0,0,One year,0,Bank transfer (automatic),1.82,54.6,1242.25,Medio-bajo,Medio-bajo,Intermedio
7901-TBKJX,0,Male,1,0,0,56,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,3.37,101.05,5594.0,Alto,Alto,Leal
7903-CMPEY,1,Male,1,1,0,1,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,2.68,80.3,80.3,Medio-alto,Bajo,Nuevo
7905-NJMXS,0,Male,1,1,0,7,1,1,DSL,1,1,0,1,0,0,Month-to-month,0,Electronic check,2.14,64.2,475.0,Medio-bajo,Medio-bajo,Nuevo
7905-TVXTA,0,Female,0,0,0,5,1,0,DSL,1,0,0,1,1,0,Month-to-month,1,Electronic check,2.14,64.35,352.65,Medio-bajo,Bajo,Nuevo
7908-QCBCA,1,Female,0,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,2.31,69.4,69.4,Medio-bajo,Bajo,Nuevo
7909-FIOIY,0,Female,0,1,1,19,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,0.83,24.85,434.8,Bajo,Medio-bajo,Intermedio
7912-SYRQT,1,Female,0,0,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),2.5,75.1,552.95,Medio-alto,Medio-bajo,Nuevo
7916-VCCPB,0,Female,0,1,1,16,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),2.44,73.25,1195.75,Medio-alto,Medio-bajo,Intermedio
7919-ZODZZ,0,Female,0,1,1,10,1,0,DSL,0,1,1,0,0,1,One year,1,Mailed check,2.2,65.9,660.05,Medio-bajo,Medio-bajo,Nuevo
7921-BEPCI,0,Female,0,0,0,72,1,1,DSL,1,1,0,0,0,0,Two year,0,Bank transfer (automatic),1.99,59.75,4265.0,Medio-bajo,Alto,Muy leal
7921-LMDFQ,0,Male,1,0,0,51,1,0,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer (automatic),3.13,94.0,4905.75,Alto,Alto,Leal
7923-IYJWY,0,Male,1,0,0,67,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),3.87,116.1,7839.85,Alto,Alto,Muy leal
7924-GJZFI,0,Female,1,1,0,25,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,2.31,69.3,1813.1,Medio-bajo,Medio-alto,Intermedio
7925-PNRGI,0,Female,0,1,1,45,1,1,DSL,1,1,1,1,1,0,Month-to-month,0,Mailed check,2.71,81.3,3541.1,Medio-alto,Medio-alto,Leal
7926-IJOOU,0,Male,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),0.64,19.3,19.3,Bajo,Bajo,Nuevo
7927-AUXBZ,1,Female,0,0,0,30,1,0,Fiber optic,0,0,0,1,1,0,Month-to-month,0,Electronic check,2.84,85.15,2555.9,Medio-alto,Medio-alto,Intermedio
7928-VJYAB,0,Male,0,1,1,11,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,3.02,90.6,1020.2,Alto,Medio-bajo,Nuevo
7929-DMBCV,0,Female,0,1,0,20,1,0,Fiber optic,0,0,1,1,0,0,Month-to-month,1,Mailed check,2.7,81.0,1683.7,Medio-alto,Medio-alto,Intermedio
7929-SKFGK,0,Male,0,1,0,70,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),3.81,114.3,8244.3,Alto,Alto,Muy leal
7931-PXHFC,1,Male,0,0,0,38,1,0,DSL,0,0,1,1,0,1,One year,1,Mailed check,2.08,62.3,2354.8,Medio-bajo,Medio-alto,Leal
7932-WPTDS,1,Female,1,1,0,1,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,0.83,24.8,24.8,Bajo,Bajo,Nuevo
7938-OUHIO,1,Male,0,0,0,3,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,3.29,98.7,293.65,Alto,Bajo,Nuevo
7940-UQQUG,0,Female,0,1,1,64,1,1,Fiber optic,1,0,0,1,1,1,One year,1,Bank transfer (automatic),3.48,104.4,6721.6,Alto,Alto,Muy leal
7941-RCJOW,0,Male,0,0,0,65,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),0.65,19.55,1218.65,Bajo,Medio-bajo,Muy leal
7943-RQCHR,1,Female,0,0,0,9,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,3.16,94.75,889.9,Alto,Medio-bajo,Nuevo
7945-HLKEA,0,Female,0,0,0,60,1,1,DSL,1,0,1,1,0,0,One year,0,Electronic check,2.16,64.75,4039.5,Medio-bajo,Alto,Leal
7945-PRBVF,0,Male,0,0,0,35,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),0.72,21.45,705.45,Bajo,Medio-bajo,Intermedio
7950-XWOVN,0,Male,0,0,0,11,0,No phone service,DSL,0,1,1,0,0,0,Month-to-month,0,Mailed check,1.16,34.7,383.55,Bajo,Bajo,Nuevo
7951-QKZPL,1,Female,0,1,1,33,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,0.82,24.5,740.3,Bajo,Medio-bajo,Intermedio
7951-VRDVK,0,Female,0,0,0,36,1,0,DSL,1,1,1,1,1,1,One year,0,Bank transfer (automatic),2.86,85.85,3003.55,Medio-alto,Medio-alto,Intermedio
7952-OBOYL,0,Male,0,0,0,3,1,0,Fiber optic,0,0,1,1,1,0,Month-to-month,1,Mailed check,2.99,89.85,244.45,Medio-alto,Bajo,Nuevo
7954-MLBUN,0,Male,0,0,0,31,1,0,Fiber optic,0,0,1,1,1,1,Two year,0,Bank transfer (automatic),3.32,99.45,3109.9,Alto,Medio-alto,Intermedio
7956-XQWGU,0,Male,0,0,0,27,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),0.65,19.4,460.25,Bajo,Medio-bajo,Intermedio
7957-RYHQD,1,Female,1,0,0,40,1,0,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Credit card (automatic),2.64,79.2,3233.85,Medio-alto,Medio-alto,Leal
7963-GQRMY,1,Female,0,1,1,3,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,1.48,44.3,134.5,Medio-bajo,Bajo,Nuevo
7963-SHNDT,0,Female,0,0,0,52,0,No phone service,DSL,1,1,0,1,0,0,Two year,0,Mailed check,1.3,39.1,1982.1,Medio-bajo,Medio-alto,Leal
7964-VEXDG,0,Male,0,0,1,21,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,2.68,80.35,1747.2,Medio-alto,Medio-alto,Intermedio
7964-YESJC,0,Female,0,1,0,24,1,1,DSL,1,1,1,0,0,0,Month-to-month,0,Mailed check,2.21,66.3,1559.45,Medio-bajo,Medio-alto,Intermedio
7964-ZRKKG,0,Male,0,1,0,67,1,1,Fiber optic,0,1,0,0,1,0,One year,1,Bank transfer (automatic),2.95,88.4,5798.3,Medio-alto,Alto,Muy leal
7966-YOTQW,0,Male,0,0,0,10,1,1,DSL,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),1.82,54.5,568.2,Medio-bajo,Medio-bajo,Nuevo
7967-HYCDE,0,Male,0,0,0,8,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),2.36,70.7,553.4,Medio-alto,Medio-bajo,Nuevo
7968-QUXNS,0,Male,0,0,0,6,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0.63,18.95,110.15,Bajo,Bajo,Nuevo
7969-AULMZ,1,Female,0,0,0,21,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,3.24,97.35,2119.5,Alto,Medio-alto,Intermedio
7969-FFOWG,0,Male,0,1,1,65,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,0.66,19.9,1292.6,Bajo,Medio-bajo,Muy leal
7971-HLVXI,0,Male,0,1,1,72,1,1,Fiber optic,0,0,0,0,0,1,Two year,1,Credit card (automatic),2.82,84.5,6130.85,Medio-alto,Alto,Muy leal
7973-DZRKH,0,Female,0,0,1,66,1,1,Fiber optic,1,0,1,1,0,0,Two year,1,Credit card (automatic),3.03,90.95,5930.05,Alto,Alto,Muy leal
7975-JMZNT,0,Male,0,1,0,66,1,1,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),3.06,91.7,6075.9,Alto,Alto,Muy leal
7975-TZMLR,0,Male,0,0,0,47,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,3.44,103.1,4889.3,Alto,Alto,Leal
7976-CICYS,0,Male,0,0,0,4,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),0.69,20.7,83.75,Bajo,Bajo,Nuevo
7977-HXJKU,0,Male,0,0,1,21,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,0.65,19.6,397.0,Bajo,Bajo,Intermedio
7978-DKUQH,0,Female,0,1,0,25,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,2.49,74.6,1797.75,Medio-alto,Medio-alto,Intermedio
7979-CORPM,1,Male,0,0,0,24,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Credit card (automatic),3.02,90.55,2282.55,Alto,Medio-alto,Intermedio
7980-MHFLQ,0,Female,0,1,1,72,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,0.83,24.9,1859.2,Bajo,Medio-alto,Muy leal
7982-VCELR,0,Female,0,0,0,36,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),3.16,94.8,3565.65,Alto,Medio-alto,Intermedio
7989-AWGEH,0,Male,0,1,1,49,0,No phone service,DSL,1,0,0,0,0,1,Month-to-month,1,Electronic check,1.31,39.2,1838.15,Medio-bajo,Medio-alto,Leal
7989-CHGTL,1,Male,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,0.65,19.6,19.6,Bajo,Bajo,Nuevo
7989-VCQOH,0,Male,0,1,1,18,1,0,DSL,1,0,1,1,1,1,Month-to-month,0,Electronic check,2.78,83.25,1611.15,Medio-alto,Medio-alto,Intermedio
7993-NQLJE,0,Male,0,1,1,15,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Mailed check,2.5,75.1,1151.55,Medio-alto,Medio-bajo,Intermedio
7993-PYKOF,1,Male,0,1,0,8,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,2.5,75.0,632.95,Medio-alto,Medio-bajo,Nuevo
7994-UYIVZ,0,Male,0,1,0,8,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),2.86,85.65,659.45,Medio-alto,Medio-bajo,Nuevo
7994-XIRTR,0,Male,1,0,0,54,1,0,DSL,0,0,1,1,0,1,One year,0,Bank transfer (automatic),2.17,65.25,3529.95,Medio-bajo,Medio-alto,Leal
7995-ZHHNZ,0,Male,0,1,0,42,1,1,DSL,1,0,0,0,0,0,One year,0,Credit card (automatic),1.87,56.1,2386.85,Medio-bajo,Medio-alto,Leal
7996-BPXHY,0,Female,0,1,1,13,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),0.83,25.0,332.5,Bajo,Bajo,Intermedio
7996-MHXLW,0,Female,0,0,0,66,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),0.84,25.15,1683.6,Bajo,Medio-alto,Muy leal
7997-EASSD,0,Female,0,1,0,63,1,1,Fiber optic,0,0,0,1,0,0,One year,1,Credit card (automatic),2.71,81.2,4965.1,Medio-alto,Alto,Muy leal
7998-WNZEM,0,Male,0,0,0,71,1,1,DSL,1,1,1,1,0,1,Two year,0,Bank transfer (automatic),2.69,80.6,5708.2,Medio-alto,Alto,Muy leal
7998-ZLXWN,0,Female,0,1,0,15,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),0.68,20.45,330.8,Bajo,Bajo,Intermedio
8000-REIQB,1,Female,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,2.33,69.95,69.95,Medio-bajo,Bajo,Nuevo
8003-EWNDZ,0,Female,0,0,0,10,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,0.71,21.2,222.65,Bajo,Bajo,Nuevo
8006-PYCSW,0,Female,0,0,0,2,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0.67,20.1,39.8,Bajo,Bajo,Nuevo
